#ff2a00,1000
#ff2b00,1000
#ff2b01,1000
#ff2c00,1000
#ff2c01,1000
#ff2c02,1000
#ff2d00,1000
#ff2d01,1000
#ff2d02,1000
#ff2d03,1000
#ff2e00,1000
#ff2e01,1000
#ff2e02,1000
#ff2e03,1000
#ff2e04,1000
#ff2f00,1000
#ff2f01,1000
#ff2f02,1000
#ff2f03,1000
#ff2f04,1000
#ff2f05,1000
#ff3000,1000
#ff3001,1000
#ff3002,1000
#ff3003,1000
#ff3004,1000
#ff3005,1000
#ff3006,1000
#ff3100,1000
#ff3101,1000
#ff3102,1000
#ff3103,1000
#ff3104,1000
#ff3105,1000
#ff3106,1000
#ff3107,1000
#ff3200,1000
#ff3201,1000
#ff3202,1000
#ff3203,1000
#ff3204,1000
#ff3205,1000
#ff3206,1000
#ff3207,1000
#ff3208,1000
#ff3300,1000
#ff3301,1000
#ff3302,1000
#ff3303,1000
#ff3304,1000
#ff3305,1000
#ff3306,1000
#ff3307,1000
#ff3308,1000
#ff3309,1000
#ff3400,1000
#ff3401,1000
#ff3402,1000
#ff3403,1000
#ff3404,1000
#ff3405,1000
#ff3406,1000
#ff3407,1000
#ff3408,1000
#ff3500,1000
#ff3501,1000
#ff3502,1000
#ff3503,1000
#ff3504,1000
#ff3505,1000
#ff3506,1000
#ff3507,1000
#ff3600,1000
#ff3601,1000
#ff3602,1000
#ff3603,1000
#ff3604,1000
#ff3605,1000
#ff3606,1000
#ff3607,1000
#ff3700,1000
#ff3701,1000
#ff3702,1000
#ff3703,1000
#ff3704,1000
#ff3705,1000
#ff3706,1000
#ff3707,1000
#ff3708,1000
#ff3800,1000
#ff3801,1000
#ff3802,1000
#ff3803,1000
#ff3804,1000
#ff3805,1000
#ff3806,1000
#ff3807,1000
#ff3808,1000
#ff3809,1000
#ff3900,1000
#ff3901,1000
#ff3902,1000
#ff3903,1000
#ff3904,1000
#ff3905,1000
#ff3906,1000
#ff3907,1000
#ff3908,1000
#ff3a00,1000
#ff3a01,1000
#ff3a02,1000
#ff3a03,1000
#ff3a04,1000
#ff3a05,1000
#ff3a06,1000
#ff3a07,1000
#ff3b00,1000
#ff3b01,1000
#ff3b02,1000
#ff3b03,1000
#ff3b04,1000
#ff3b05,1000
#ff3b06,1000
#ff3c00,1000
#ff3c01,1000
#ff3c02,1000
#ff3c03,1000
#ff3c04,1000
#ff3c05,1000
#ff3d00,1000
#ff3d01,1000
#ff3d02,1000
#ff3d03,1000
#ff3d04,1000
#ff3e00,1000
#ff3e01,1000
#ff3e02,1000
#ff3e03,1000
#ff3f00,1100
#ff3f01,1100
#ff3f02,1100
#ff3f03,1100
#ff4000,1100
#ff4001,1100
#ff4002,1100
#ff4003,1100
#ff4004,1100
#ff4100,1100
#ff4101,1100
#ff4102,1100
#ff4103,1100
#ff4104,1100
#ff4105,1100
#ff4200,1100
#ff4201,1100
#ff4202,1100
#ff4203,1100
#ff4204,1100
#ff4205,1100
#ff4206,1100
#ff4300,1100
#ff4301,1100
#ff4302,1100
#ff4303,1100
#ff4304,1100
#ff4305,1100
#ff4306,1100
#ff4307,1100
#ff4400,1100
#ff4401,1100
#ff4402,1100
#ff4403,1100
#ff4404,1100
#ff4405,1100
#ff4406,1100
#ff4407,1100
#ff4408,1100
#ff4500,1100
#ff4501,1100
#ff4502,1100
#ff4503,1100
#ff4504,1100
#ff4505,1100
#ff4506,1100
#ff4507,1100
#ff4508,1100
#ff4509,1100
#ff4600,1100
#ff4601,1100
#ff4602,1100
#ff4603,1100
#ff4604,1100
#ff4605,1100
#ff4606,1100
#ff4607,1100
#ff4608,1100
#ff4700,1100
#ff4701,1100
#ff4702,1100
#ff4703,1100
#ff4704,1100
#ff4705,1100
#ff4706,1100
#ff4707,1100
#ff4708,1100
#ff4709,1100
#ff4800,1100
#ff4801,1100
#ff4802,1100
#ff4803,1100
#ff4804,1100
#ff4805,1100
#ff4806,1100
#ff4807,1100
#ff4808,1100
#ff4900,1100
#ff4901,1100
#ff4902,1100
#ff4903,1100
#ff4904,1100
#ff4905,1100
#ff4906,1100
#ff4907,1100
#ff4a00,1100
#ff4a01,1100
#ff4a02,1100
#ff4a03,1100
#ff4a04,1100
#ff4a05,1100
#ff4a06,1100
#ff4b00,1100
#ff4b01,1100
#ff4b02,1100
#ff4b03,1100
#ff4b04,1100
#ff4b05,1100
#ff4c00,1100
#ff4c01,1100
#ff4c02,1100
#ff4c03,1100
#ff4c04,1100
#ff4d00,1200
#ff4d01,1200
#ff4d02,1200
#ff4d03,1200
#ff4d04,1200
#ff4e00,1200
#ff4e01,1200
#ff4e02,1200
#ff4e03,1200
#ff4e04,1200
#ff4e05,1200
#ff4f00,1200
#ff4f01,1200
#ff4f02,1200
#ff4f03,1200
#ff4f04,1200
#ff4f05,1200
#ff4f06,1200
#ff5000,1200
#ff5001,1200
#ff5002,1200
#ff5003,1200
#ff5004,1200
#ff5005,1200
#ff5006,1200
#ff5007,1200
#ff5100,1200
#ff5101,1200
#ff5102,1200
#ff5103,1200
#ff5104,1200
#ff5105,1200
#ff5106,1200
#ff5107,1200
#ff5108,1200
#ff5200,1200
#ff5201,1200
#ff5202,1200
#ff5203,1200
#ff5204,1200
#ff5205,1200
#ff5206,1200
#ff5207,1200
#ff5208,1200
#ff5209,1200
#ff5300,1200
#ff5301,1200
#ff5302,1200
#ff5303,1200
#ff5304,1200
#ff5305,1200
#ff5306,1200
#ff5307,1200
#ff5308,1200
#ff5309,1200
#ff5400,1200
#ff5401,1200
#ff5402,1200
#ff5403,1200
#ff5404,1200
#ff5405,1200
#ff5406,1200
#ff5407,1200
#ff5408,1200
#ff5500,1200
#ff5501,1200
#ff5502,1200
#ff5503,1200
#ff5504,1200
#ff5505,1200
#ff5506,1200
#ff5507,1200
#ff5600,1200
#ff5601,1200
#ff5602,1200
#ff5603,1200
#ff5604,1200
#ff5605,1200
#ff5606,1200
#ff5700,1200
#ff5701,1200
#ff5702,1200
#ff5703,1200
#ff5704,1200
#ff5705,1200
#ff5800,1200
#ff5801,1200
#ff5802,1200
#ff5803,1200
#ff5804,1200
#ff5900,1300
#ff5901,1300
#ff5902,1300
#ff5903,1300
#ff5904,1300
#ff5905,1300
#ff5a00,1300
#ff5a01,1300
#ff5a02,1300
#ff5a03,1300
#ff5a04,1300
#ff5a05,1300
#ff5a06,1300
#ff5b00,1300
#ff5b01,1300
#ff5b02,1300
#ff5b03,1300
#ff5b04,1300
#ff5b05,1300
#ff5b06,1300
#ff5b07,1300
#ff5c00,1300
#ff5c01,1300
#ff5c02,1300
#ff5c03,1300
#ff5c04,1300
#ff5c05,1300
#ff5c06,1300
#ff5c07,1300
#ff5c08,1300
#ff5d00,1300
#ff5d01,1300
#ff5d02,1300
#ff5d03,1300
#ff5d04,1300
#ff5d05,1300
#ff5d06,1300
#ff5d07,1300
#ff5d08,1300
#ff5d09,1300
#ff5e00,1300
#ff5e01,1300
#ff5e02,1300
#ff5e03,1300
#ff5e04,1300
#ff5e05,1300
#ff5e06,1300
#ff5e07,1300
#ff5e08,1300
#ff5f00,1300
#ff5f01,1300
#ff5f02,1300
#ff5f03,1300
#ff5f04,1300
#ff5f05,1300
#ff5f06,1300
#ff5f07,1300
#ff6000,1300
#ff6001,1300
#ff6002,1300
#ff6003,1300
#ff6004,1300
#ff6005,1300
#ff6006,1300
#ff6100,1300
#ff6101,1300
#ff6102,1300
#ff6103,1300
#ff6104,1300
#ff6105,1300
#ff6200,1400
#ff6201,1400
#ff6202,1400
#ff6203,1400
#ff6204,1400
#ff6205,1400
#ff6206,1400
#ff6300,1400
#ff6301,1400
#ff6302,1400
#ff6303,1400
#ff6304,1400
#ff6305,1400
#ff6306,1400
#ff6307,1400
#ff6400,1400
#ff6401,1400
#ff6402,1400
#ff6403,1400
#ff6404,1400
#ff6405,1400
#ff6406,1400
#ff6407,1400
#ff6408,1400
